gas/nogas,Xvox,Yvox,Zvox,Mvox
0.0,17,57,88,0.00590493061706525
0.0,17,58,49,0.00590493061706525
0.0,17,61,46,0.00590493061706525
0.0,17,68,59,0.0118098612341305
0.0,17,70,41,0.00590493061706525
0.0,17,79,108,0.00590493061706525
0.0,17,80,53,0.00590493061706525
0.0,17,81,56,0.00590493061706525
0.0,17,82,55,0.00590493061706525
0.0,17,85,106,0.00590493061706525
0.0,17,86,107,0.00590493061706525
0.0,17,88,103,0.00590493061706525
0.0,17,88,106,0.00590493061706525
0.0,17,88,109,0.00590493061706525
0.0,17,89,109,0.00590493061706525
0.0,17,91,106,0.00590493061706525
0.0,17,91,108,0.00590493061706525
0.0,17,92,102,0.00590493061706525
0.0,17,93,102,0.00590493061706525
0.0,17,96,103,0.00590493061706525
0.0,18,32,63,0.00590493061706525
0.0,18,33,43,0.00590493061706525
0.0,18,35,62,0.00590493061706525
0.0,18,37,69,0.00590493061706525
0.0,18,38,44,0.00590493061706525
0.0,18,45,65,0.00590493061706525
0.0,18,46,64,0.00590493061706525
0.0,18,56,47,0.00590493061706525
0.0,18,56,58,0.00590493061706525
0.0,18,62,57,0.00590493061706525
0.0,18,66,40,0.00590493061706525
0.0,18,67,55,0.00590493061706525
0.0,18,74,67,0.00590493061706525
0.0,18,75,57,0.00590493061706525
0.0,18,75,65,0.00590493061706525
0.0,18,76,60,0.00590493061706525
0.0,18,79,48,0.00590493061706525
0.0,18,81,50,0.00590493061706525
0.0,18,82,112,0.00590493061706525
0.0,18,82,117,0.00590493061706525
0.0,18,83,119,0.00590493061706525
0.0,18,87,78,0.00590493061706525
0.0,18,87,111,0.00590493061706525
0.0,18,88,108,0.00590493061706525
0.0,18,90,72,0.00590493061706525
0.0,18,94,114,0.00590493061706525
0.0,18,95,114,0.00590493061706525
0.0,18,97,103,0.00590493061706525
0.0,19,31,59,0.00590493061706525
0.0,19,31,61,0.00590493061706525
0.0,19,36,60,0.00590493061706525
0.0,19,37,59,0.00590493061706525
0.0,19,38,47,0.00590493061706525
0.0,19,43,68,0.00590493061706525
0.0,19,44,46,0.00590493061706525
0.0,19,44,65,0.00590493061706525
0.0,19,56,98,0.00590493061706525
0.0,19,59,42,0.00590493061706525
0.0,19,61,50,0.00590493061706525
0.0,19,64,57,0.00590493061706525
0.0,19,68,108,0.00590493061706525
0.0,19,77,74,0.00590493061706525
0.0,19,80,109,0.00590493061706525
0.0,19,84,112,0.00590493061706525
0.0,19,86,109,0.00590493061706525
0.0,19,87,77,0.00590493061706525
0.0,19,87,101,0.00590493061706525
0.0,19,87,107,0.00590493061706525
0.0,19,87,110,0.00590493061706525
0.0,19,96,109,0.00590493061706525
0.0,20,37,39,0.00590493061706525
0.0,20,38,67,0.00590493061706525
0.0,20,41,36,0.00590493061706525
0.0,20,41,49,0.00590493061706525
0.0,20,42,53,0.00590493061706525
0.0,20,43,43,0.00590493061706525
0.0,20,43,46,0.00590493061706525
0.0,20,45,51,0.00590493061706525
0.0,20,45,67,0.00590493061706525
0.0,20,47,51,0.00590493061706525
0.0,20,50,63,0.00590493061706525
0.0,20,56,42,0.00590493061706525
0.0,20,57,39,0.00590493061706525
0.0,20,59,115,0.00590493061706525
0.0,20,62,58,0.00590493061706525
0.0,20,63,41,0.00590493061706525
0.0,20,64,39,0.00590493061706525
0.0,20,67,103,0.0118098612341305
0.0,20,73,53,0.00590493061706525
0.0,20,74,60,0.00590493061706525
0.0,20,74,68,0.00590493061706525
0.0,20,77,68,0.00590493061706525
0.0,20,77,75,0.00590493061706525
0.0,20,80,111,0.00590493061706525
0.0,20,83,61,0.00590493061706525
0.0,20,86,65,0.00590493061706525
0.0,20,86,107,0.00590493061706525
0.0,20,86,109,0.00590493061706525
0.0,20,90,102,0.00590493061706525
0.0,20,93,115,0.00590493061706525
0.0,20,96,108,0.00590493061706525
0.0,20,99,104,0.00590493061706525
0.0,21,38,57,0.00590493061706525
0.0,21,40,56,0.00590493061706525
0.0,21,40,116,0.00590493061706525
0.0,21,41,64,0.00590493061706525
0.0,21,42,37,0.00590493061706525
0.0,21,42,69,0.00590493061706525
0.0,21,43,41,0.00590493061706525
0.0,21,45,115,0.00590493061706525
0.0,21,45,116,0.00590493061706525
0.0,21,47,63,0.00590493061706525
0.0,21,57,39,0.00590493061706525
0.0,21,59,115,0.00590493061706525
0.0,21,59,116,0.00590493061706525
0.0,21,65,38,0.00590493061706525
0.0,21,66,74,0.00590493061706525
0.0,21,68,105,0.00590493061706525
0.0,21,75,66,0.00590493061706525
0.0,21,78,67,0.00590493061706525
0.0,21,82,84,0.00590493061706525
0.0,21,82,119,0.0118098612341305
0.0,21,83,109,0.00590493061706525
0.0,21,83,114,0.00590493061706525
0.0,21,85,61,0.00590493061706525
0.0,21,86,85,0.00590493061706525
0.0,21,86,108,0.00590493061706525
0.0,21,90,107,0.00590493061706525
0.0,21,92,79,0.00590493061706525
0.0,22,27,66,0.00590493061706525
0.0,22,28,67,0.00590493061706525
0.0,22,30,60,0.00590493061706525
0.0,22,38,36,0.00590493061706525
0.0,22,38,49,0.00590493061706525
0.0,22,40,40,0.00590493061706525
0.0,22,41,40,0.00590493061706525
0.0,22,41,64,0.00590493061706525
0.0,22,41,116,0.0118098612341305
0.0,22,42,56,0.00590493061706525
0.0,22,42,60,0.00590493061706525
0.0,22,42,64,0.00590493061706525
0.0,22,43,48,0.00590493061706525
0.0,22,43,54,0.00590493061706525
0.0,22,43,78,0.00590493061706525
0.0,22,47,53,0.00590493061706525
0.0,22,47,79,0.00590493061706525
0.0,22,51,61,0.00590493061706525
0.0,22,55,99,0.00590493061706525
0.0,22,59,114,0.00590493061706525
0.0,22,60,39,0.00590493061706525
0.0,22,60,48,0.00590493061706525
0.0,22,62,52,0.00590493061706525
0.0,22,69,106,0.00590493061706525
0.0,22,70,49,0.00590493061706525
0.0,22,70,74,0.00590493061706525
0.0,22,73,57,0.00590493061706525
0.0,22,77,77,0.00590493061706525
0.0,22,78,71,0.00590493061706525
0.0,22,84,64,0.00590493061706525
0.0,22,89,79,0.00590493061706525
0.0,22,90,107,0.00590493061706525
0.0,22,90,108,0.00590493061706525
0.0,22,91,110,0.00590493061706525
0.0,22,92,110,0.00590493061706525
0.0,22,93,85,0.00590493061706525
0.0,22,93,101,0.00590493061706525
0.0,22,94,102,0.00590493061706525
0.0,22,94,107,0.00590493061706525
0.0,22,94,113,0.00590493061706525
0.0,22,96,97,0.00590493061706525
0.0,22,100,101,0.00590493061706525
0.0,22,102,100,0.00590493061706525
0.0,23,26,67,0.00590493061706525
0.0,23,34,63,0.00590493061706525
0.0,23,38,47,0.00590493061706525
0.0,23,38,117,0.00590493061706525
0.0,23,42,71,0.00590493061706525
0.0,23,45,60,0.00590493061706525
0.0,23,45,76,0.00590493061706525
0.0,23,45,118,0.00590493061706525
0.0,23,46,75,0.0118098612341305
0.0,23,49,64,0.00590493061706525
0.0,23,50,67,0.00590493061706525
0.0,23,50,73,0.00590493061706525
0.0,23,51,42,0.00590493061706525
0.0,23,53,43,0.00590493061706525
0.0,23,56,39,0.00590493061706525
0.0,23,56,40,0.00590493061706525
0.0,23,56,115,0.00590493061706525
0.0,23,59,48,0.00590493061706525
0.0,23,60,57,0.00590493061706525
0.0,23,61,48,0.00590493061706525
0.0,23,64,52,0.00590493061706525
0.0,23,68,74,0.00590493061706525
0.0,23,70,103,0.00590493061706525
0.0,23,72,99,0.00590493061706525
0.0,23,72,101,0.00590493061706525
0.0,23,81,117,0.00590493061706525
0.0,23,85,107,0.00590493061706525
0.0,23,87,111,0.00590493061706525
0.0,23,90,80,0.00590493061706525
0.0,23,90,107,0.00590493061706525
0.0,23,90,110,0.00590493061706525
0.0,23,93,87,0.00590493061706525
0.0,23,94,108,0.00590493061706525
0.0,23,96,103,0.00590493061706525
0.0,23,97,107,0.00590493061706525
0.0,23,102,104,0.00590493061706525
0.0,24,29,62,0.00590493061706525
0.0,24,34,62,0.00590493061706525
0.0,24,36,46,0.00590493061706525
0.0,24,39,112,0.00590493061706525
0.0,24,40,68,0.00590493061706525
0.0,24,41,118,0.00590493061706525
0.0,24,43,123,0.00590493061706525
0.0,24,44,117,0.00590493061706525
0.0,24,46,76,0.00590493061706525
0.0,24,47,76,0.00590493061706525
0.0,24,48,61,0.00590493061706525
0.0,24,48,76,0.00590493061706525
0.0,24,49,62,0.00590493061706525
0.0,24,49,73,0.00590493061706525
0.0,24,49,76,0.00590493061706525
0.0,24,53,74,0.00590493061706525
0.0,24,53,102,0.00590493061706525
0.0,24,54,41,0.00590493061706525
0.0,24,54,98,0.00590493061706525
0.0,24,57,119,0.00590493061706525
0.0,24,58,117,0.00590493061706525
0.0,24,63,58,0.00590493061706525
0.0,24,63,75,0.00590493061706525
0.0,24,63,115,0.00590493061706525
0.0,24,66,56,0.00590493061706525
0.0,24,66,114,0.00590493061706525
0.0,24,67,75,0.00590493061706525
0.0,24,68,72,0.00590493061706525
0.0,24,68,101,0.00590493061706525
0.0,24,71,47,0.00590493061706525
0.0,24,71,48,0.00590493061706525
0.0,24,73,71,0.00590493061706525
0.0,24,74,69,0.00590493061706525
0.0,24,82,64,0.00590493061706525
0.0,24,82,111,0.00590493061706525
0.0,24,86,67,0.00590493061706525
0.0,24,91,78,0.00590493061706525
0.0,24,92,114,0.00590493061706525
0.0,24,93,108,0.00590493061706525
0.0,24,94,84,0.00590493061706525
0.0,24,96,111,0.00590493061706525
0.0,24,99,109,0.00590493061706525
0.0,24,102,108,0.00590493061706525
0.0,24,104,103,0.00590493061706525
0.0,24,124,82,0.00590493061706525
0.0,24,125,79,0.00590493061706525
0.0,25,32,66,0.00590493061706525
0.0,25,38,49,0.00590493061706525
0.0,25,40,115,0.00590493061706525
0.0,25,41,47,0.00590493061706525
0.0,25,43,83,0.00590493061706525
0.0,25,44,51,0.00590493061706525
0.0,25,46,64,0.00590493061706525
0.0,25,46,67,0.00590493061706525
0.0,25,46,71,0.00590493061706525
0.0,25,47,52,0.00590493061706525
0.0,25,49,68,0.00590493061706525
0.0,25,49,74,0.00590493061706525
0.0,25,49,98,0.00590493061706525
0.0,25,51,62,0.00590493061706525
0.0,25,51,80,0.00590493061706525
0.0,25,54,60,0.00590493061706525
0.0,25,55,77,0.00590493061706525
0.0,25,55,118,0.00590493061706525
0.0,25,57,73,0.00590493061706525
0.0,25,58,38,0.00590493061706525
0.0,25,58,48,0.00590493061706525
0.0,25,59,102,0.00590493061706525
0.0,25,60,52,0.00590493061706525
0.0,25,65,52,0.00590493061706525
0.0,25,66,84,0.00590493061706525
0.0,25,67,41,0.00590493061706525
0.0,25,68,74,0.00590493061706525
0.0,25,68,115,0.00590493061706525
0.0,25,70,44,0.00590493061706525
0.0,25,70,110,0.00590493061706525
0.0,25,70,112,0.0118098612341305
0.0,25,73,76,0.00590493061706525
0.0,25,75,99,0.00590493061706525
0.0,25,76,76,0.00590493061706525
0.0,25,77,70,0.00590493061706525
0.0,25,77,92,0.00590493061706525
0.0,25,80,70,0.00590493061706525
0.0,25,81,120,0.00590493061706525
0.0,25,84,91,0.00590493061706525
0.0,25,85,82,0.00590493061706525
0.0,25,86,76,0.00590493061706525
0.0,25,88,52,0.00590493061706525
0.0,25,88,108,0.00590493061706525
0.0,25,89,54,0.00590493061706525
0.0,25,90,62,0.00590493061706525
0.0,25,90,90,0.00590493061706525
0.0,25,91,109,0.00590493061706525
0.0,25,92,113,0.00590493061706525
0.0,25,93,113,0.00590493061706525
0.0,25,95,111,0.0118098612341305
0.0,25,125,83,0.00590493061706525
0.0,26,32,58,0.00590493061706525
0.0,26,34,60,0.00590493061706525
0.0,26,36,48,0.00590493061706525
0.0,26,36,62,0.00590493061706525
0.0,26,38,117,0.00590493061706525
0.0,26,39,49,0.00590493061706525
0.0,26,41,86,0.00590493061706525
0.0,26,44,65,0.00590493061706525
0.0,26,45,81,0.00590493061706525
0.0,26,46,73,0.00590493061706525
0.0,26,48,81,0.00590493061706525
0.0,26,50,42,0.00590493061706525
0.0,26,51,98,0.00590493061706525
0.0,26,52,68,0.00590493061706525
0.0,26,53,78,0.00590493061706525
0.0,26,54,68,0.00590493061706525
0.0,26,54,148,0.00590493061706525
0.0,26,55,69,0.00590493061706525
0.0,26,57,38,0.00590493061706525
0.0,26,57,60,0.00590493061706525
0.0,26,58,71,0.00590493061706525
0.0,26,58,79,0.00590493061706525
0.0,26,58,122,0.00590493061706525
0.0,26,59,55,0.00590493061706525
0.0,26,61,68,0.0118098612341305
0.0,26,62,40,0.00590493061706525
0.0,26,62,79,0.00590493061706525
0.0,26,64,42,0.00590493061706525
0.0,26,64,68,0.00590493061706525
0.0,26,64,74,0.00590493061706525
0.0,26,66,36,0.00590493061706525
0.0,26,66,69,0.00590493061706525
0.0,26,67,54,0.00590493061706525
0.0,26,67,72,0.00590493061706525
0.0,26,67,117,0.00590493061706525
0.0,26,68,37,0.00590493061706525
0.0,26,68,72,0.00590493061706525
0.0,26,68,121,0.00590493061706525
0.0,26,69,41,0.00590493061706525
0.0,26,71,83,0.00590493061706525
0.0,26,72,48,0.00590493061706525
0.0,26,72,71,0.00590493061706525
0.0,26,74,72,0.00590493061706525
0.0,26,77,69,0.00590493061706525
0.0,26,77,80,0.00590493061706525
0.0,26,77,98,0.00590493061706525
0.0,26,78,92,0.00590493061706525
0.0,26,81,67,0.00590493061706525
0.0,26,86,54,0.00590493061706525
0.0,26,87,68,0.00590493061706525
0.0,26,89,84,0.00590493061706525
0.0,26,89,103,0.00590493061706525
0.0,26,91,84,0.00590493061706525
0.0,26,91,109,0.00590493061706525
0.0,26,92,110,0.00590493061706525
0.0,26,93,90,0.00590493061706525
0.0,26,93,91,0.00590493061706525
0.0,26,93,95,0.00590493061706525
0.0,26,93,108,0.00590493061706525
0.0,26,94,100,0.00590493061706525
0.0,26,94,112,0.00590493061706525
0.0,26,94,114,0.0118098612341305
0.0,26,96,107,0.00590493061706525
0.0,26,126,83,0.00590493061706525
0.0,27,31,63,0.00590493061706525
0.0,27,31,90,0.00590493061706525
0.0,27,33,91,0.00590493061706525
0.0,27,34,63,0.00590493061706525
0.0,27,35,58,0.00590493061706525
0.0,27,37,118,0.00590493061706525
0.0,27,38,66,0.00590493061706525
0.0,27,40,48,0.00590493061706525
0.0,27,41,62,0.00590493061706525
0.0,27,42,63,0.00590493061706525
0.0,27,47,61,0.00590493061706525
0.0,27,47,70,0.00590493061706525
0.0,27,48,54,0.00590493061706525
0.0,27,50,59,0.00590493061706525
0.0,27,50,67,0.00590493061706525
0.0,27,50,79,0.00590493061706525
0.0,27,51,40,0.00590493061706525
0.0,27,52,73,0.00590493061706525
0.0,27,52,75,0.00590493061706525
0.0,27,53,46,0.00590493061706525
0.0,27,53,61,0.00590493061706525
0.0,27,56,121,0.00590493061706525
0.0,27,57,61,0.00590493061706525
0.0,27,58,53,0.00590493061706525
0.0,27,59,115,0.00590493061706525
0.0,27,60,38,0.00590493061706525
0.0,27,60,110,0.00590493061706525
0.0,27,60,113,0.00590493061706525
0.0,27,60,117,0.00590493061706525
0.0,27,61,42,0.00590493061706525
0.0,27,62,111,0.00590493061706525
0.0,27,64,39,0.00590493061706525
0.0,27,64,69,0.00590493061706525
0.0,27,65,57,0.00590493061706525
0.0,27,66,57,0.00590493061706525
0.0,27,67,111,0.00590493061706525
0.0,27,68,42,0.00590493061706525
0.0,27,68,113,0.00590493061706525
0.0,27,69,75,0.00590493061706525
0.0,27,77,100,0.00590493061706525
0.0,27,77,103,0.00590493061706525
0.0,27,78,60,0.00590493061706525
0.0,27,78,62,0.00590493061706525
0.0,27,78,82,0.00590493061706525
0.0,27,79,75,0.00590493061706525
0.0,27,84,69,0.00590493061706525
0.0,27,86,74,0.00590493061706525
0.0,27,86,83,0.00590493061706525
0.0,27,86,130,0.00590493061706525
0.0,27,87,61,0.00590493061706525
0.0,27,87,83,0.00590493061706525
0.0,27,87,85,0.00590493061706525
0.0,27,87,114,0.00590493061706525
0.0,27,89,84,0.00590493061706525
0.0,27,89,101,0.00590493061706525
0.0,27,89,115,0.00590493061706525
0.0,27,92,90,0.00590493061706525
0.0,27,93,112,0.00590493061706525
0.0,27,94,116,0.00590493061706525
0.0,27,96,58,0.00590493061706525
0.0,27,123,76,0.00590493061706525
0.0,28,30,62,0.00590493061706525
0.0,28,33,64,0.00590493061706525
0.0,28,33,67,0.00590493061706525
0.0,28,43,63,0.00590493061706525
0.0,28,43,64,0.01771479185119575
0.0,28,43,82,0.00590493061706525
0.0,28,45,66,0.00590493061706525
0.0,28,45,67,0.00590493061706525
0.0,28,46,55,0.00590493061706525
0.0,28,47,118,0.00590493061706525
0.0,28,48,55,0.00590493061706525
0.0,28,48,70,0.00590493061706525
0.0,28,50,42,0.00590493061706525
0.0,28,51,40,0.00590493061706525
0.0,28,51,68,0.00590493061706525
0.0,28,52,40,0.00590493061706525
0.0,28,53,99,0.00590493061706525
0.0,28,55,47,0.00590493061706525
0.0,28,56,48,0.00590493061706525
0.0,28,56,150,0.00590493061706525
0.0,28,57,76,0.00590493061706525
0.0,28,57,78,0.00590493061706525
0.0,28,58,109,0.00590493061706525
0.0,28,59,105,0.00590493061706525
0.0,28,60,23,0.00590493061706525
0.0,28,60,79,0.00590493061706525
0.0,28,61,43,0.00590493061706525
0.0,28,61,53,0.00590493061706525
0.0,28,61,54,0.00590493061706525
0.0,28,62,56,0.00590493061706525
0.0,28,62,59,0.00590493061706525
0.0,28,64,40,0.00590493061706525
0.0,28,68,70,0.00590493061706525
0.0,28,69,80,0.00590493061706525
0.0,28,71,109,0.00590493061706525
0.0,28,72,41,0.00590493061706525
0.0,28,72,99,0.00590493061706525
0.0,28,73,75,0.00590493061706525
0.0,28,73,97,0.00590493061706525
0.0,28,74,72,0.00590493061706525
0.0,28,75,80,0.00590493061706525
0.0,28,77,102,0.00590493061706525
0.0,28,79,83,0.00590493061706525
0.0,28,79,100,0.00590493061706525
0.0,28,79,119,0.00590493061706525
0.0,28,80,63,0.00590493061706525
0.0,28,80,104,0.00590493061706525
0.0,28,80,127,0.00590493061706525
0.0,28,81,82,0.00590493061706525
0.0,28,81,113,0.00590493061706525
0.0,28,82,91,0.00590493061706525
0.0,28,82,137,0.00590493061706525
0.0,28,84,115,0.00590493061706525
0.0,28,85,66,0.00590493061706525
0.0,28,87,114,0.00590493061706525
0.0,28,88,113,0.00590493061706525
0.0,28,90,58,0.00590493061706525
0.0,28,90,75,0.00590493061706525
0.0,28,90,84,0.00590493061706525
0.0,28,90,126,0.00590493061706525
0.0,28,91,85,0.00590493061706525
0.0,28,91,106,0.00590493061706525
0.0,28,92,92,0.00590493061706525
0.0,28,94,127,0.00590493061706525
0.0,28,95,111,0.00590493061706525
0.0,28,97,97,0.00590493061706525
0.0,28,97,118,0.00590493061706525
0.0,28,98,121,0.00590493061706525
0.0,28,120,70,0.00590493061706525
0.0,28,131,115,0.00590493061706525
0.0,28,134,84,0.00590493061706525
0.0,29,34,89,0.00590493061706525
0.0,29,36,118,0.00590493061706525
0.0,29,37,66,0.0118098612341305
0.0,29,38,49,0.00590493061706525
0.0,29,39,50,0.00590493061706525
0.0,29,39,66,0.00590493061706525
0.0,29,41,51,0.00590493061706525
0.0,29,41,65,0.00590493061706525
0.0,29,42,94,0.0118098612341305
0.0,29,43,66,0.00590493061706525
0.0,29,44,69,0.00590493061706525
0.0,29,48,68,0.00590493061706525
0.0,29,48,71,0.00590493061706525
0.0,29,49,62,0.00590493061706525
0.0,29,49,78,0.00590493061706525
0.0,29,50,57,0.00590493061706525
0.0,29,50,66,0.00590493061706525
0.0,29,51,62,0.00590493061706525
0.0,29,51,112,0.00590493061706525
0.0,29,51,113,0.00590493061706525
0.0,29,53,59,0.00590493061706525
0.0,29,54,77,0.00590493061706525
0.0,29,56,100,0.00590493061706525
0.0,29,56,108,0.00590493061706525
0.0,29,56,118,0.00590493061706525
0.0,29,57,101,0.00590493061706525
0.0,29,57,133,0.00590493061706525
0.0,29,58,53,0.00590493061706525
0.0,29,60,82,0.00590493061706525
0.0,29,61,25,0.00590493061706525
0.0,29,61,64,0.00590493061706525
0.0,29,61,73,0.00590493061706525
0.0,29,61,112,0.00590493061706525
0.0,29,62,76,0.00590493061706525
0.0,29,62,83,0.00590493061706525
0.0,29,63,49,0.00590493061706525
0.0,29,63,78,0.00590493061706525
0.0,29,63,143,0.00590493061706525
0.0,29,64,40,0.00590493061706525
0.0,29,65,82,0.00590493061706525
0.0,29,67,84,0.00590493061706525
0.0,29,69,68,0.00590493061706525
0.0,29,70,72,0.00590493061706525
0.0,29,70,78,0.00590493061706525
