gas/nogas,Xvox,Yvox,Zvox,Mvox
0.0,17,201,74,0.00590493061706525
0.0,17,201,75,0.00590493061706525
0.0,17,202,73,0.00590493061706525
0.0,17,203,69,0.00590493061706525
0.0,17,203,81,0.00590493061706525
0.0,17,204,68,0.00590493061706525
0.0,17,207,78,0.00590493061706525
0.0,18,166,108,0.00590493061706525
0.0,18,167,109,0.00590493061706525
0.0,18,167,112,0.00590493061706525
0.0,18,168,109,0.00590493061706525
0.0,18,168,111,0.00590493061706525
0.0,18,169,111,0.00590493061706525
0.0,18,171,77,0.00590493061706525
0.0,18,171,93,0.00590493061706525
0.0,18,171,96,0.00590493061706525
0.0,18,174,99,0.00590493061706525
0.0,18,175,95,0.0118098612341305
0.0,18,176,91,0.00590493061706525
0.0,18,177,79,0.00590493061706525
0.0,18,178,77,0.00590493061706525
0.0,18,178,82,0.00590493061706525
0.0,18,178,91,0.00590493061706525
0.0,18,178,98,0.00590493061706525
0.0,18,178,100,0.00590493061706525
0.0,18,178,106,0.00590493061706525
0.0,18,178,107,0.00590493061706525
0.0,18,179,76,0.00590493061706525
0.0,18,179,83,0.00590493061706525
0.0,18,179,91,0.00590493061706525
0.0,18,179,100,0.00590493061706525
0.0,18,179,105,0.00590493061706525
0.0,18,180,78,0.00590493061706525
0.0,18,181,102,0.00590493061706525
0.0,18,181,105,0.00590493061706525
0.0,18,182,104,0.00590493061706525
0.0,18,185,64,0.00590493061706525
0.0,18,185,76,0.00590493061706525
0.0,18,186,75,0.00590493061706525
0.0,18,187,64,0.00590493061706525
0.0,18,187,66,0.00590493061706525
0.0,18,187,78,0.00590493061706525
0.0,18,187,85,0.00590493061706525
0.0,18,187,89,0.0118098612341305
0.0,18,188,61,0.00590493061706525
0.0,18,188,63,0.00590493061706525
0.0,18,188,77,0.00590493061706525
0.0,18,188,79,0.00590493061706525
0.0,18,189,63,0.00590493061706525
0.0,18,189,77,0.00590493061706525
0.0,18,189,78,0.00590493061706525
0.0,18,189,82,0.00590493061706525
0.0,18,190,73,0.00590493061706525
0.0,18,190,77,0.00590493061706525
0.0,18,190,78,0.00590493061706525
0.0,18,190,84,0.00590493061706525
0.0,18,192,74,0.00590493061706525
0.0,18,192,75,0.00590493061706525
0.0,18,192,76,0.00590493061706525
0.0,18,194,71,0.00590493061706525
0.0,18,195,68,0.00590493061706525
0.0,18,195,69,0.00590493061706525
0.0,18,195,73,0.00590493061706525
0.0,18,196,69,0.00590493061706525
0.0,18,196,71,0.0118098612341305
0.0,18,198,76,0.00590493061706525
0.0,18,198,77,0.0118098612341305
0.0,18,198,80,0.00590493061706525
0.0,18,199,72,0.00590493061706525
0.0,18,200,68,0.00590493061706525
0.0,18,200,78,0.00590493061706525
0.0,18,200,82,0.00590493061706525
0.0,18,200,83,0.00590493061706525
0.0,18,201,70,0.00590493061706525
0.0,18,201,72,0.00590493061706525
0.0,18,201,77,0.00590493061706525
0.0,18,201,84,0.00590493061706525
0.0,18,202,78,0.00590493061706525
0.0,18,205,75,0.00590493061706525
0.0,18,205,81,0.00590493061706525
0.0,18,207,75,0.00590493061706525
0.0,18,207,80,0.00590493061706525
0.0,18,207,81,0.00590493061706525
0.0,19,164,96,0.00590493061706525
0.0,19,169,92,0.00590493061706525
0.0,19,169,98,0.00590493061706525
0.0,19,169,101,0.00590493061706525
0.0,19,170,107,0.00590493061706525
0.0,19,170,114,0.00590493061706525
0.0,19,171,107,0.00590493061706525
0.0,19,172,90,0.00590493061706525
0.0,19,172,91,0.00590493061706525
0.0,19,172,92,0.00590493061706525
0.0,19,172,93,0.00590493061706525
0.0,19,173,95,0.00590493061706525
0.0,19,174,90,0.00590493061706525
0.0,19,175,78,0.00590493061706525
0.0,19,175,86,0.00590493061706525
0.0,19,175,90,0.00590493061706525
0.0,19,176,79,0.00590493061706525
0.0,19,176,95,0.00590493061706525
0.0,19,177,81,0.00590493061706525
0.0,19,177,89,0.00590493061706525
0.0,19,177,92,0.00590493061706525
0.0,19,178,75,0.00590493061706525
0.0,19,178,87,0.00590493061706525
0.0,19,178,94,0.00590493061706525
0.0,19,179,83,0.0118098612341305
0.0,19,179,93,0.00590493061706525
0.0,19,180,82,0.00590493061706525
0.0,19,181,73,0.00590493061706525
0.0,19,181,74,0.00590493061706525
0.0,19,181,87,0.00590493061706525
0.0,19,182,62,0.00590493061706525
0.0,19,182,78,0.00590493061706525
0.0,19,182,79,0.00590493061706525
0.0,19,182,86,0.00590493061706525
0.0,19,182,100,0.00590493061706525
0.0,19,183,76,0.00590493061706525
0.0,19,183,79,0.00590493061706525
0.0,19,183,85,0.00590493061706525
0.0,19,184,69,0.00590493061706525
0.0,19,184,78,0.00590493061706525
0.0,19,187,61,0.00590493061706525
0.0,19,188,66,0.00590493061706525
0.0,19,188,69,0.00590493061706525
0.0,19,188,85,0.00590493061706525
0.0,19,189,66,0.00590493061706525
0.0,19,189,67,0.00590493061706525
0.0,19,189,69,0.00590493061706525
0.0,19,189,77,0.00590493061706525
0.0,19,190,81,0.00590493061706525
0.0,19,191,71,0.00590493061706525
0.0,19,193,68,0.00590493061706525
0.0,19,194,78,0.00590493061706525
0.0,19,194,84,0.00590493061706525
0.0,19,196,64,0.00590493061706525
0.0,19,196,66,0.00590493061706525
0.0,19,196,71,0.00590493061706525
0.0,19,196,77,0.00590493061706525
0.0,19,197,80,0.00590493061706525
0.0,19,197,82,0.00590493061706525
0.0,19,199,75,0.0118098612341305
0.0,19,200,71,0.00590493061706525
0.0,19,200,73,0.00590493061706525
0.0,19,201,71,0.0118098612341305
0.0,19,202,71,0.00590493061706525
0.0,19,203,70,0.00590493061706525
0.0,19,203,74,0.00590493061706525
0.0,19,204,70,0.00590493061706525
0.0,19,204,81,0.00590493061706525
0.0,19,205,68,0.00590493061706525
0.0,19,205,77,0.00590493061706525
0.0,19,205,79,0.00590493061706525
0.0,19,205,83,0.0118098612341305
0.0,19,206,73,0.00590493061706525
0.0,19,207,72,0.00590493061706525
0.0,19,207,79,0.00590493061706525
0.0,19,208,72,0.00590493061706525
0.0,19,223,87,0.00590493061706525
0.0,19,224,89,0.00590493061706525
0.0,20,159,87,0.00590493061706525
0.0,20,165,96,0.00590493061706525
0.0,20,166,107,0.00590493061706525
0.0,20,167,102,0.00590493061706525
0.0,20,168,102,0.00590493061706525
0.0,20,169,97,0.00590493061706525
0.0,20,169,103,0.00590493061706525
0.0,20,170,85,0.00590493061706525
0.0,20,171,78,0.00590493061706525
0.0,20,171,87,0.00590493061706525
0.0,20,172,76,0.00590493061706525
0.0,20,172,77,0.00590493061706525
0.0,20,172,93,0.00590493061706525
0.0,20,172,94,0.047239444936522
0.0,20,172,107,0.00590493061706525
0.0,20,173,94,0.01771479185119575
0.0,20,174,88,0.00590493061706525
0.0,20,174,93,0.00590493061706525
0.0,20,175,80,0.00590493061706525
0.0,20,175,81,0.00590493061706525
0.0,20,176,69,0.0118098612341305
0.0,20,176,78,0.00590493061706525
0.0,20,176,80,0.00590493061706525
0.0,20,176,92,0.00590493061706525
0.0,20,176,106,0.00590493061706525
0.0,20,177,76,0.00590493061706525
0.0,20,177,88,0.00590493061706525
0.0,20,177,106,0.00590493061706525
0.0,20,178,79,0.00590493061706525
0.0,20,178,88,0.0118098612341305
0.0,20,178,89,0.00590493061706525
0.0,20,179,74,0.00590493061706525
0.0,20,179,78,0.00590493061706525
0.0,20,179,88,0.00590493061706525
0.0,20,179,93,0.00590493061706525
0.0,20,180,71,0.00590493061706525
0.0,20,180,82,0.00590493061706525
0.0,20,180,89,0.00590493061706525
0.0,20,180,96,0.00590493061706525
0.0,20,180,97,0.00590493061706525
0.0,20,181,68,0.00590493061706525
0.0,20,181,70,0.00590493061706525
0.0,20,181,85,0.00590493061706525
0.0,20,181,88,0.00590493061706525
0.0,20,181,94,0.00590493061706525
0.0,20,182,67,0.00590493061706525
0.0,20,182,68,0.00590493061706525
